,Unnamed: 0,source_text,target_text,generated
1223,4168,"It is a great satisfaction to us to hear that your business is in a way to be settled , and so settled as",to give you as little inconvenience as possible ., you may wish to be able to have it settled.
1224,18217,"An uncle with whom she has been living so many years , and who , whatever his faults may be , is so very fond of her brother , treating","him , they say , quite like a son ."," as if he were, was the most generous man in the world."
1225,7536,"I hope I do not break your heart , my dearest Fanny , by these particulars ; I mean to afford you gratification",whilst I am relieving my own feelings .,", and to make you feel better for ever."
1226,36803,"Miss Steele was going to reply on the same subject , but the approach of her own",party made another more necessary ., was different.
1227,16816,"Here Mrs Smith paused a moment ; but Anne had not a word to say , and she continued -- '' This was the light in which it appeared to those who knew the family , long before you returned to it ; and Colonel Wallis had his eye upon your father enough to be sensible of it , though he did not then visit in Camden Place ; but his regard for Mr Elliot gave him an interest in watching all that was going on there , and when Mr Elliot came to Bath for","a day or two , as he happened to do a little before Christmas , Colonel Wallis made him acquainted with the appearance of things , and the reports beginning to prevail ."," a visit, he was very much in awe of it, and"
1228,2182,"She opened it ; it was from Oxford ; and to this purpose : “ Though , God knows , with little inclination for writing , I think it my duty to tell you",that everything is at an end between Miss Thorpe and me .,", I shall not be ashamed of it."
1229,35083,"`` I begged him to exert himself for fear you should suspect what was the matter ; but it made him so melancholy , not being able to stay more than a fortnight with us , and seeing me so much affected. -- Poor fellow ! -- I am",afraid it is just the same with him now ; for he writes in wretched spirits .," not sure what to do with him, but I can not help feeling his pain."
1230,13951,"Instead of pushing his fortune in the line marked out for the heir of the house of Elliot , he had purchased independence by uniting",himself to a rich woman of inferior birth .," with his sister, Miss Crawford."
1231,29365,"So I said , I was very much obliged to him : you know I could not do less ; and then he went back to Elizabeth , and I came round by the stables -- I believe I did --","but I hardly knew where I was , or any thing about it ."," he was very much obliged, and I could not have done anything else."
1232,26308,"Georgiana 's ideas were so confused , and she was altogether so agitated that at the moment she felt as if she would never be able to collect herself sufficiently to marshal her evidence , now it was required ; but , luckily , as she tried to think , one episode darted into her memory ,","which had frequently been discussed between herself and Kitty , and had seemed to bear naturally but one interpretation ."," and she was able to think of a way forward, and a way forward"
1233,22115,"Every feeling of duty , honour , and tenderness was wounded by her sister 's speech",and her mother 's reply ., of disapprobation.
1234,18723,"He is thinking of November. ” Edmund looked round at Mr. Rushworth too , but",had nothing to say ., he was not quite sure what to say.
1235,24439,"I am glad of that , for it means I shall not have to drive so far round to pick Kitty up , '' was Bingley 's cheerful answer , and he moved away to speak to Mr. Hurst , leaving his sisters to their",speculations as to how Miss Bennet could have come to know the George Knightleys .," own devices, and addressing them with a smile."
1236,23776,"`` I enjoyed it very much , thank you , '' replied the Colonel , `` though we did not go far , only",about three miles on the Wells road . ''," to the end, and we did not leave the house."
1237,26141,"`` Then let me tell you , she had the impertinence to give me the broadest hint I ever had in my life -- to give _me_ , if you please",! -- that I was paying court to Miss Darcy .,", the broadest hint of what I have ever had in my life."
1238,10295,"My dear Jane , Mr. Collins is a conceited , pompous , narrow-minded , silly man ; you know he is , as well as I do ; and you must feel , as well as I do , that the","woman who marries him , can not have a proper way of thinking .", Collins family is in a very good position to help him.
1239,22495,"As she opened , and saw its length , she prepared herself for a minute detail of happiness and a profusion of love and praise towards the",fortunate creature who was now mistress of his fate ., woman who had made her feel it.
1240,21312,"Accordingly , on this principle , Sir Thomas took the first opportunity of saying to her , with a mild gravity , intended to be overcoming , “ Well , Fanny , I have seen Mr. Crawford","again , and learn from him exactly how matters stand between you .","'s letter, and I am sure it will be very soon."
1241,1376,"When properly to relax is the trial of judgment ; and , without reference to my brother , I really think Miss Thorpe has by no means chosen ill in fixing on the present hour. ” The friends were not able to get together for any confidential discourse till all the dancing was over ; but then , as they walked about the room arm in arm",", Isabella thus explained herself : “ I do not wonder at your surprise ; and I am really fatigued to death .",", they were able to talk to each other, and, as they "
1242,1963,"Miss Tilney , understanding in part her friend 's curiosity to see the house , soon revived the subject ; and her father being , contrary to Catherine 's expectations , unprovided with any pretence for further delay , beyond that of stopping five minutes to order refreshments","to be in the room by their return , was at last ready to escort them .",", and a mere supposition of a visit, soon found herself"
1243,989,"When everything was settled , when Miss Tilney herself said that Tuesday would suit her as well , it was quite ridiculous , quite","absurd , to make any further objection .", a bit like the one that had been said.
1244,10430,"Do not involve yourself , or endeavour to involve him in an affection which the want of fortune",would make so very imprudent ., is not a cause for concern.
1245,26595,"My principal object , as I have said , is to prevent my cousin from being misjudged , not to make any accusations against anyone ; will you not tell me a little more , so",that between us we may clear the whole matter up ? '', I may be less inclined to make any accusations against her? ''
1246,4401,"He was better yesterday than he had been for two or three days before , -- about as well",as while he was at Steventon ., as he could have been.
1247,10243,How any one could have the conscience to entail away an estate from one 's own daughters I can not understand ; and all for the sake of Mr. Collins too ! --,Why should _he_ have it more than anybody else ? ''," he must have been a very poor man, I can not understand."
1248,37580,"I considered the past : I saw in my own behaviour , since the beginning of our acquaintance with him last autumn , nothing but a series of imprudence","towards myself , and want of kindness to others .",", in the course of a year."
1249,22471,"Whether Mr. Crawford went into Norfolk before or after the 14th was certainly no concern of hers , though , everything considered ,",she thought he _would_ go without delay ., she could not help thinking of him as a friend.
1250,121,"She was looked at , however , and with some admiration ; for , in her own hearing , two gentlemen",pronounced her to be a pretty girl .," were present, and she could not help thinking of them."
1251,20627,And to have them away when it was given -- and for _her_ to be opening the ball,-- and with Mr. Crawford too !, to the other -- was a very cruel thing.
1252,19747,"She must admire him as a fine-looking man , with most gentlemanlike , dignified , consistent manners ; but perhaps , having seen him so seldom",", his reserve may be a little repulsive .",", she must not have been able to tell him what to do."
1253,12185,"`` I told you the other day , of his infamous behaviour to Mr. Darcy ; and you , yourself , when last at Longbourn , heard in what manner he spoke of the man",", who had behaved with such forbearance and liberality towards him .",", and how he treated me, was not known. ''"
1254,32210,"Do not be impatient , Emma ; it will all come out too soon. ” “ Break it to me , ” cried Emma , standing still",with terror. -- “ Good God ! -- Mr .,", “ do not be impatient ; do not be impatient."
1255,34089,"It is not so very likely he should be distressed in his circumstances NOW , for he is a very prudent man , and to be sure",must have cleared the estate by this time .,", he has a very good record of affairs."
1256,11799,"They were within twenty yards of each other , and so abrupt was his appearance , that it",was impossible to avoid his sight ., was almost as if he had been walking.
1257,26702,"There had evidently been a good many visitors at Desborough during the past month ; Bingley had had another shooting party , and there had been evenings of music , and",even a small dance at the house of a neighbour .," dancing, and dancing, at the same time."
1258,15462,"A very good man , and very much the gentleman I am sure : but I should think , Miss Elliot , '' ( looking with serious reflection ) , `` I should think he",must be rather a dressy man for his time of life .," should be a very good man, '' said Miss Elliot "
1259,9729,"She danced next with an officer , and had the refreshment of talking of Wickham , and of",hearing that he was universally liked ., the greatness of her friend.
1260,31070,"May is the very month which Mrs. Churchill is ordered , or has ordered herself , to spend in some warmer place than Enscombe -- in short , to spend in London ; so that we have the agreeable prospect of frequent visits from Frank the whole spring -- precisely the season of the year which one should have chosen for it : days","almost at the longest ; weather genial and pleasant , always inviting one out , and never too hot for exercise .",", nights, and nights, when the weather is pleasant, are not so"
1261,20271,"Consider the house as half your own every winter , and we will add to the stables on your own improved plan , and with all the improvements of your improved plan that may occur to you this spring.","” “ We shall be the losers , ” continued Sir Thomas ."," ” “ You are not alone, Mr."
1262,6804,What he says about the madness of otherwise sensible women on the subject of their daughters coming out,is worth its weight in gold ., from the closet? ''
1263,14445,"The real circumstances of this pathetic piece of family history were , that the Musgroves had had the ill fortune of a very troublesome , hopeless son ; and the good fortune to lose him before he reached his twentieth year ; that he had been sent to sea because he was stupid and unmanageable on shore ; that he had been very little cared for at any time by his family , though quite as much as he deserved ;","seldom heard of , and scarcely at all regretted , when the intelligence of his death abroad had worked its way to Uppercross , two years before .", he had been sent to sea because he was stupid and unmanageable ;
1264,21870,"He did not understand her : he felt that he did not ; and therefore applied to Edmund to tell him how she stood affected on the present occasion , and whether",she were more or less happy than she had been .," he could not understand her, if he could understand her."
1265,8624,"I was so vexed to see him stand up with her ; but , however , he did not admire her at all : indeed , nobody can , you know ; and he seemed",quite struck with Jane as she was going down the dance ., to be a little frightened when he saw her again.
1266,30928,"“ If we were in the other room , ” said Emma , “ if I had my writing-desk , I",am sure I could produce a specimen ., could not have done it.
1267,25264,"I am quite looking forward to meeting him , though time alone will show if there",is anything in it . '', is any chance of him.
1268,3510,"I flatter myself that their education has been such as will not disgrace their appearance in the World , and that THEY will not disgrace",their Education I have every reason to beleive .," them in the least, if they are to be able."
1269,12887,"I will not spend _my_ hours in running after my neighbours every time they go away ,",and come back again . '', but instead of _me_.
1270,20464,"Wear the necklace , as you are engaged to do , to-morrow evening , and let the chain , which was not ordered with any reference to","the ball , be kept for commoner occasions ."," the engagement, be worn to-morrow evening. ''"
1271,17689,"The little rusticities and awkwardnesses which had at first made grievous inroads on the tranquillity of all , and not least of herself , necessarily wore away , and she was no longer materially afraid to appear before her uncle",", nor did her aunt Norris 's voice make her start very much .",", or to be seen by anyone else, unless he had a good"
1272,35949,"I had hoped that her regard for me would support her under any difficulty , and for some time it did ; but at last the misery of her situation , for she experienced great unkindness , overcame all her resolution ,",and though she had promised me that nothing -- but how blindly I relate !," and she was able to return to her own dignity, without any further delay."
1273,36957,"Allow me to congratulate you on having so respectable and well-judging a friend , and to join in his wish that the living -- it is about two hundred a-year -- were much more considerable , and such as might better enable you to -- as might be more than a temporary accommodation","to yourself -- such , in short , as might establish all your views of happiness . ''",", and which might be more than a temporary accommodation, be more than a"
1274,3143,"To convince you of this , I must inform you that she has a very fine complexion and very pretty features , that she already knows the two first letters in the","Alphabet , and that she never tears her frocks -- .", '' and that she has a very fine complexion and very pretty face.
1275,33732,"I abhor every common-place phrase by which wit is intended ; and 'setting one 's cap at a man , ' or 'making a conquest",", ' are the most odious of all .",",'are not words which I like."
1276,15074,"They were by no means tired of wondering and admiring ; and not even Louisa seemed to feel that they had parted with Captain Wentworth long , when they saw him coming after them , with three companions , all well known already , by description , to","be Captain and Mrs Harville , and a Captain Benwick , who was staying with them ."," be a very good match for the young men, and to be very well-known"
1277,25101,"It will clear up a mystery , give specific information , console us in affliction , or furnish the exact counsels which we need ; we depend upon it for one or all of these things , and we continue to do so ,",even though the letter which arrives after so much anticipation is almost always inadequate .," for the rest of our lives, for the comfort of others. ''"
1278,9004,"Elizabeth was so much caught by what passed , as to leave her very little attention for her book ; and soon laying it wholly aside , she drew near the card-table , and stationed herself","between Mr. Bingley and his eldest sister , to observe the game ."," in a chair that, in a very good manner, would not have been"
1279,15116,"Anne and Henrietta , finding themselves the earliest of the party the next morning , agreed to stroll",down to the sea before breakfast ., to the house for the next hour.
1280,8015,"I am so much agitated by delight that I can scarcely hold a pen ; but am determined to send you a few short lines by James , that you may have some explanation of what must so","greatly astonish you , as that Reginald should be returning to Parklands ."," be so terribly wrong, and so very ill-conceived, that I may"
1281,23451,"But poor Anne de Bourgh 's nature , only half developed by reason of her ill-health and her mother 's forcefulness of character , had yielded entirely to the dominating influence exercised over her by a person nearer her own age ,",and one who made an effort to understand and play upon her weakness .," whose character, in spite of all its imperfections, was hardly questioned "
1282,18530,"A clergyman is nothing. ” “ The _nothing_ of conversation has its gradations , I hope ,",as well as the _never_ .," and I dare say, they are all equal."
1283,29657,"Something occurred while they were at Hartfield , to make Emma want their advice ; and , which was still more lucky ,",she wanted exactly the advice they gave ., they were at Hartfield again.
1284,19337,A man might represent the county with such an estate ; a man might escape a profession and represent the county. ” “ I,dare say he _will_ be in parliament soon ., am sure you will not be disappointed.
1285,10509,"Elizabeth was watchful enough to see it all , but she could see it and write",of it without material pain ., to her aunt.
1286,5086,"Her disorder is an inflammation on the lungs , arising from a severe chill taken in church last Sunday three weeks ; her mind","all pious composure , as may be supposed ."," is agitated, and her heart is agitated."
1287,31016,"Elton. -- This letter tells us -- it is a short letter -- written in a hurry , merely to give us notice -- it tells us that they are all coming up to town directly , on Mrs. Churchill 's account -- she has not been well the whole winter , and thinks Enscombe too cold for her -- so","they are all to move southward without loss of time. ” “ Indeed ! -- from Yorkshire , I think .",", in a hurry, we are going to give them notice, and that"
1288,31783,"He had been detained by a temporary increase of illness in her ; a nervous seizure , which had lasted some hours -- and he had quite given up every thought of coming , till very late ; -- and had he known how hot a ride he should have , and how late ,","with all his hurry , he must be , he believed he should not have come at all ."," he would have been detained by a sudden increase of illness, which had "
1289,23687,It was difficult for him to imagine that a man who had lost Georgiana could console himself with another,"woman , however talented and charming .", woman of the same name.
1290,23172,"He had felt her as an hourly evil , which was so much the worse , as there seemed no chance of its ceasing but with life ; she seemed",a part of himself that must be borne for ever .," to be a very good woman, and he had no idea what to do "
1291,26942,"I am sorry if you were upset , my dear ; he seems to be afraid it was something of a surprise to you , but he hopes you will take time ,",and do him the honour of thinking it over . ''," to recover from it, and will not be a burden on him."
1292,32667,"She must tell you herself what she is -- yet not by word , for never was there a human creature who would so designedly suppress her own merit. -- Since I began this letter , which will be longer than I foresaw , I have heard from her. -- She gives a","good account of her own health ; but as she never complains , I dare not depend ."," letter to the editor, which will be a very long one."
1293,24860,"It was Colonel Fitzwilliam who presently begged Miss Crawford to take his seat , which , after a slight demur , no other chair","being within sight , she consented to do ."," could have taken, and a chair in her lap was taken."
1294,5249,"Martha pleases herself with believing that if I had kept her counsel you would never have heard of Dr. M. 's late behavior , as if the very slight manner in which I mentioned",it could have been all on which you found your judgment ., her to my sister was not a sign of her being ill.
1295,15576,"No , these were noises which belonged to the winter pleasures ; her spirits rose under their influence ; and like Mrs Musgrove , she was feeling , though not saying , that after being long in the country",", nothing could be so good for her as a little quiet cheerfulness .",", she had finally come to the conclusion that winter had come."
1296,21249,"In London he would soon learn to wonder at his infatuation , and be thankful for the right reason in her which",had saved him from its evil consequences ., he had so much to give.
1297,17295,"`` Yes , '' said he , `` very true ; here we separate , but Harville and I shall soon be after you ; that is , Harville , if","you are ready , I am in half a minute ."," you will not let him, to be with us."
1298,14018,"A small house in their own neighbourhood , where they might still have Lady Russell 's society , still be near Mary , and still have the pleasure of sometimes seeing the lawns","and groves of Kellynch , was the object of her ambition .",", and the gardens of the neighbours, would be a very good place for"
1299,14787,"The two families had always been on excellent terms , there being no pride on one side , and no envy on the other , and only such a consciousness of superiority in the","Miss Musgroves , as made them pleased to improve their cousins ."," esteem of both, as the smallest difference between them could be felt."
1300,30584,"“ I never heard any county but Surry called so. ” “ My brother and sister have promised us a visit in the spring , or summer at farthest , ” continued Mrs.",Elton ; “ and that will be our time for exploring .,". “ I never heard any county but Surrey, ” said Mr. Knightley"
1301,523,"I am sure of this -- that if everybody was to drink their bottle a day , there would not be half the",disorders in the world there are now ., drinkers in the country today.
1302,27305,"She recalled her past kindness -- the kindness , the affection of sixteen years -- how she had taught and how she had played with her from five years old -- how she had devoted all her powers to attach and amuse",her in health -- and how nursed her through the various illnesses of childhood .," her friends, and to make her feel comfortable."
1303,10809,"It can not be done too much ; and when I next write to her , I shall charge her not",to neglect it on any account .," for the time being, but for the time being."
1304,28764,"In short , I can feel no dependence on his coming , and I wish Mr. Weston were less sanguine. ” “ He","ought to come , ” said Emma ."," has no idea of it, but I do know it."
1305,26483,"Jane protested , but Georgiana made no comment , only begging her friend privately not to refer to",the subject in Kitty 's hearing .," her complaint, and reciting it in her own words."
1306,5320,"The badness of the weather disconcerted an excellent plan of mine , -- that of calling on Miss Beckford again ; but from the",middle of the day it rained incessantly .," view of the weather, it was not to be."
1307,27659,"On the contrary , I think a young man might be very safely recommended to take",Mr. Elton as a model ., a course in the same direction.
1308,26580,"Such a remark could only be interpreted in one way , and Elizabeth , after reiterating her hope that Miss Crawford and Mrs. Grant would make a long stay , and assuring her guest that their numbers at Christmas would be the same as at present , went on almost immediately : `` The other day we were speaking of Colonel Fitzwilliam 's sudden departure from London , and I wanted to","tell you , if it is not tiresome to you to hear , what I believe to have been the reason for it ."," say that I was very much pleased with his arrival, and that I could not believe it"
1309,11153,"What Wickham had said of the living was fresh in her memory , and as she recalled his very words , it was impossible not to feel that there was gross duplicity on one side or the other ; and , for","a few moments , she flattered herself that her wishes did not err ."," the first time, she could not help feeling the difference between them."
1310,35744,"As soon , however , as the consciousness of all this was forced by continual repetition on Marianne",", she could stay no longer .","'s part, did it begin."
1311,10021,"Elizabeth could not but smile at such a conclusion of such a beginning ; but Mrs. Bennet , who had persuaded herself that her husband regarded the","affair as she wished , was excessively disappointed ."," as a worthy man, could not help smiling."
1312,1044,"You know I wanted you , when we first came , not to buy that sprigged","muslin , but you would .", tin of a tin.
1313,29394,"The wedding was no distant event , as the parties had only themselves to please , and nothing but the necessary preparations to wait for ; and when he set out for Bath again , there was a general expectation , which a certain glance of Mrs. Cole 's did","not seem to contradict , that when he next entered Highbury he would bring his bride ."," not satisfy, and he was not without a little agitation, but"
1314,11242,"In her own past behaviour , there was a constant source of vexation and regret ; and in the unhappy defects of her",family a subject of yet heavier chagrin .," past, there was a constant source of vexation and regret."
1315,12258,"Though her brother and sister were persuaded that there was no real occasion for such a seclusion from the family , they did not attempt to oppose it , for they knew that she had not prudence enough to hold her tongue before the servants , while they waited at table , and judged it better that _one_ only of the household",", and the one whom they could most trust , should comprehend all her fears and solicitude on the subject .",", who had been in the house for a year, should be allowed to speak"
1316,18590,"She began to be surprised at being left so long , and to listen with an anxious desire of hearing",their steps and their voices again ., more of what had been said.
1317,31110,"Here am I come down for only one day , and you are engaged with a dinner-party ! -- When did it happen","before , or any thing like it ?",", Miss Crawford? -- Oh!"
1318,4476,"Now I will give you the history of Mary 's veil , in the purchase of which I have so considerably involved you that it is my",duty to economize for you in the flowers ., duty to make sure it is properly disposed of.
1319,4973,"Everybody is very much concerned at our going away , and everybody is acquainted with Chawton , and speaks of it as a remarkably pretty village , and everybody knows the","house we describe , but nobody fixes on the right ."," quaintness of the town, and everybody knows the fairness of the town."
1320,33183,"He was not an ill-disposed young man , unless to be rather cold hearted and rather selfish is to be ill-disposed : but he was , in general , well respected ; for he",conducted himself with propriety in the discharge of his ordinary duties .," was a very good man, and a very good father."
1321,30438,"A few awkward moments passed , and he sat down again ; and in a more determined manner said , “ It was something to feel that all the",rest of my time might be given to Hartfield .," rage had been thrown away, and that I had not been able to get"
1322,14794,"There was not the smallest appearance of solicitude or remark about them in the Mansion-house ; but it was different at the Cottage : the young couple there were more disposed to speculate and wonder ; and Captain Wentworth had not been above four or five times in the Miss Musgroves ' company , and Charles Hayter had but just reappeared , when","Anne had to listen to the opinions of her brother and sister , as to which was the one liked best ."," they were in the Cottage, and the two young men there were more disposed to speculate"
1323,35261,"It is very hard indeed that she should not have a little pleasure , because Miss",Dashwood does not wish it .,. ''
1324,34814,"However , I dare say we should have seen a great deal of him in Somersetshire , if it had not happened very unluckily that we",should never have been in the country together ., had not been able to find him in Bath.
1325,30333,"It is a mere nothing after all ; and not the least draught from the stairs. ” “ I wish , ” said Mrs. Weston , “ one could know",which arrangement our guests in general would like best .," what to do, but I could not. ” “ What is a mere thing"
1326,21926,"She had probably alienated love by the helplessness and fretfulness of a fearful temper , or been unreasonable in wanting a larger share than",any one among so many could deserve ., she had deserved by her own pious disposition.
1327,11708,"Every disposition of the ground was good ; and she looked on the whole scene , the river , the trees scattered on its banks , and the winding of the valley ,","as far as she could trace it , with delight .", and saw nothing but the beauty of the whole thing.
1328,20257,"They are at Brighton now , you know ; in one of the best houses there , as Mr. Rushworth 's fine",fortune gives them a right to be .," house is known, and the best in the world."
1329,10606,"He could number the fields in every direction , and could tell how many trees there were",in the most distant clump .," in each, and how many shrubs there were."
1330,9219,"`` By all means , '' cried Bingley ; `` let us hear all the particulars , not forgetting their comparative height and size ; for that will have more weight in the","argument , Miss Bennet , than you may be aware of ."," smallest of our minds, than any other. ''"
1331,4640,"I have also written to Charles , and I answered Miss Buller 's letter by return of post , as I",intended to tell you in my last ., have been since the evening of the first.
1332,3990,"They are to have one wife between them , a Miss Holwell , who belongs to",the Black Hole at Calcutta ., the family of St. George.
1333,8694,"Mrs. Hurst and her sister allowed it to be so -- but still they admired her and liked her , and pronounced her to be a sweet girl , and",one whom they should not object to know more of ., they wished that she had been more than a mere child.
1334,14351,"and this , without much waiting for an answer ; or in the young ladies ' addition of , `` I hope we shall be in Bath in the winter ; but remember , papa , if we do go , we must",be in a good situation : none of your Queen Squares for us ! ''," be prepared to go, '' said Mrs. Darcy, in "
1335,7764,"I had intended to write to Reginald myself as soon as my eyes would let me , to point out , as well as I could , the danger of an intimate acquaintance , with so artful a woman as Lady","Susan , to a young man of his age , and high expectations .",", who would not be able to resist the temptation."
1336,2105,"“ Have you had any letter from Bath since I saw you ? ” “ No , and",I am very much surprised ., I have not heard from you since.
1337,32962,"Emma hung about him affectionately , and smiled , and said it must be so ; and that he must not class her with Isabella and Mrs. Weston , whose marriages taking them from Hartfield , had , indeed , made a melancholy change : but she was not going from Hartfield ; she should be always there ; she was introducing no change in their numbers or their comforts but for the better ; and she was very sure that he would be a great deal the happier for having Mr. Knightley always at hand , when he were once got used to the","idea. -- Did he not love Mr. Knightley very much ? -- He would not deny that he did , she was sure. -- Whom did he ever want to consult on business but Mr .",", and he was now a very happy man, and a very happy"
1338,32478,"She had hardly been able to speak a word , and every look and action had shewn how",deeply she was suffering from consciousness .," she should behave, and how she should behave."
1339,21695,"You and Miss Crawford have made me too nice. ” Still , however , Fanny was oppressed and wearied ; he saw it in her looks , it could not be talked away ; and attempting it no more , he led her","directly , with the kind authority of a privileged guardian , into the house .", into a room with a fireplace and a small kitchen table.
1340,28286,"“ Very well , ” replied Emma ; “ a most natural feeling ; and the longer it lasts ,",the better I shall be pleased ., I feel more of your affection.
1341,32566,"My blindness to what was going on , led me to act by them in a way that I must always be ashamed of , and I was very foolishly tempted to say and do many things which may well lay me open to unpleasant conjectures , but I have no other reason to regret that I was not in the secret earlier. ” “ Emma ! ” cried he , looking eagerly at her , “ are you , indeed ? ” -- but checking himself -- “ No",", no , I understand you -- forgive me -- I am pleased that you can say even so much. -- He is no object of regret , indeed !",", I am not, I am not, I am not, I am"
1342,6618,"When he began his letter he hoped to be here on Monday , but before it was ended he had been told that the naval review would not take place till Friday , which would probably occasion him some delay , as he can not get",some necessary business of his own attended to while Portsmouth is in such a bustle .," to the ship until Monday, and he must wait until Monday to be in town "
1343,4676,"They live about a mile and three-quarters from S. to the right of the new road to Portsmouth , and I believe their house is one of those which are to be seen almost",anywhere among the woods on the other side of the Itchen ., in a manner which is very pleasing to me.
1344,33085,"“ I can never think of it , ” she cried , “ without extreme shame. ” “ The shame , ” he answered , “","is all mine , or ought to be ."," I can never think of it, without extreme shame."
1345,19317,"Miss Crawford came with looks of gaiety which seemed an insult , with friendly expressions towards herself which",she could hardly answer calmly ., were a sign of affection.
1346,27727,But I am a partial old friend. ” “ Such an eye ! -- the true hazle,eye -- and so brilliant !,", ” said he."
1347,20854,"“ How the pleasing plague had stolen on him ” he could not say ; and before he had expressed the same sentiment with a little variation of words three times over , his sister eagerly interrupted him with , “ Ah",", my dear Henry , and this is what took you to London !",", what a shame! ” and he was soon gone from his room"
1348,23287,`` There would be regret on both sides -- regret that they had not been able to make each other happy ; but I more than suspect that if we could ascertain his,"feelings , we should find them to coincide with Georgiana 's ."," inclination, he would be happy. ''"
1349,25134,"On her other side was seated the alarming Mr. Knightley , and Georgiana was glad to find she had at all events one companion so conversable as Captain Wentworth , who belonged to the profession she was most interested in , even",though he was not the representative of it which she would have chosen .," if he was not the most ardently agitated, and who"
1350,21654,"I said what I could for you ; but in good truth , as they stated the case -- you must prove yourself to be in your senses as soon as you can",by a different conduct ; nothing else will satisfy them .,", and as soon as you can, you must be in your own."
1351,29568,A very successful visit : -- I saw all the three ladies ; and felt very much obliged,to you for your preparatory hint ., to be with them.
1352,31124,She was soon convinced that it was not for herself she was feeling at all apprehensive or embarrassed,; it was for him .," to speak, and that she must speak."
1353,32679,"The hasty engagement she had entered into with that woman -- Here , my dear madam , I was obliged to leave off abruptly , to recollect and compose myself. -- I have been walking over the country , and am now , I hope , rational enough to make the rest of my letter","what it ought to be. -- It is , in fact , a most mortifying retrospect for me .",", which I have written, a very short one, very short,"
1354,37923,"Mrs. Dashwood was prudent enough to remain at the cottage , without attempting a removal to Delaford ; and fortunately for Sir John and Mrs. Jennings , when Marianne was taken from them , Margaret had reached an age highly suitable for","dancing , and not very ineligible for being supposed to have a lover ."," the present, and she was not a stranger to them, nor a stranger"
1355,4860,"We do not want amusement : bilbocatch , at which George is indefatigable , spillikins , paper ships , riddles , conundrums , and cards , with watching the flow and ebb of the river , and now and then a stroll out , keep us well employed ; and we mean to avail ourselves","of our kind papa 's consideration , by not returning to Winchester till quite the evening of Wednesday .",", by a walk in, and by a walk in, whenever we"
1356,23266,"`` They have been walking on the terrace , but Georgiana has gone in now , '' replied Elizabeth",", glancing out of the window .",", smiling, smiling."
1357,37899,"But perseverance in humility of conduct and messages , in self-condemnation for Robert 's offence , and gratitude for the unkindness she was treated with , procured her in time the haughty notice which overcame her by its graciousness , and led soon","afterwards , by rapid degrees , to the highest state of affection and influence ."," to the reprimand which, in spite of all her faults, would"
1358,25158,"Mrs. Wentworth presently asked after Colonel Fitzwilliam , and explained that she happened to know he was in town through seeing him a few nights previously at the theatre , where she had",been with a party invited by her father and sister .," been invited to speak, and that she had been in town a few days before "
1359,25607,"I imagine your scheme would be straightaway to invite Miss Crawford here , and send them both off for a walk , with instructions to return",in half an hour an engaged couple ? '', to the house in a few hours.
1360,31483,"She had previously determined how far she would proceed , on any application of the sort ; and it would be safer for both , to have the judicious law of her own brain laid down with speed. -- She was decided , and thus spoke","-- “ Harriet , I will not affect to be in doubt of your meaning ."," of the matter, and was able to speak the truth in a manner which was"
1361,28144,"Mr. Perry had been to Mrs. Goddard 's to attend a sick child , and Miss Nash had seen him , and he had told Miss Nash , that as he was coming back yesterday from Clayton Park , he had met Mr. Elton , and found to his great surprize , that Mr. Elton was actually on his road to London , and not meaning to return till the morrow , though it was the whist-club night , which he had been never known to miss before ; and Mr. Perry had remonstrated with him about it , and told him how shabby it was in him , their best player , to absent himself , and tried very much to persuade him to put off his journey only one day ; but it would not do ; Mr. Elton had been determined to","go on , and had said in a _very_ _particular_ way indeed , that he was going on business which he would not put off for any inducement in the world ; and something about a very enviable commission , and being the bearer of something exceedingly precious ."," be a part of the family, and had been very much in love with Miss Nas"
1362,14611,"His profession qualified him , his disposition lead him , to talk ; and `` That was in the year six ; '' `` That happened before I went to sea in the year six , '' occurred in the course of the first evening they spent together : and though his voice did not falter , and though she had no reason to suppose his eye wandering towards her while he spoke ,","Anne felt the utter impossibility , from her knowledge of his mind , that he could be unvisited by remembrance any more than herself ."," he did not seem to be a stranger, and she could not help thinking of"
1363,1271,I say it is no bad notion. ” “ I am sure I think it a very good,one. ” “ Do you ?," idea, ” said he."
1364,37875,"It was as much , however , as was desired , and more than was expected , by Edward and Elinor ; and Mrs. Ferrars herself , by her shuffling excuses ,",seemed the only person surprised at her not giving more ., acted as if she had been a victim of the crime.
1365,37742,"Mrs. Dashwood , however , conforming , as she trusted , to the wishes of that daughter , by whom she then meant in the warmth of her heart to be guided in every thing , met with a look","of forced complacency , gave him her hand , and wished him joy .",", and a smile, which was a very good sign of affection."
1366,17372,"They were on Union Street , when a quicker step behind , a something of familiar sound , gave her two moments '",preparation for the sight of Captain Wentworth .,"'and a smirk,'and she was gone."
1367,37544,"`` When the weather is settled , and I have recovered my strength , '' said she , `` we will",take long walks together every day ., be back to our usual routine.
1368,16739,"I have often heard him declare , that if baronetcies were saleable , anybody should have his for fifty pounds , arms and motto , name and livery included ; but I will not pretend to",repeat half that I used to hear him say on that subject .," say it, for I am sure it is true."
